"Registry Time","Total Events","Opens","Closes","Reads","Writes","Other","Path"
"0.0000149","4","0","0","4","0","0","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\StartMenu\StartPanel\PinnedItems\Personal\HKeyRoot"
"0.0000496","6","2","2","0","2","0","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\SO\WINFX\WINDOWS_BROWSER_APPLICATIONS\ENABLE"
"0.0000309","8","0","0","8","0","0","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\SO\WINFX\WINDOWS_BROWSER_APPLICATIONS\ENABLE\Text"
"0.0000456","6","2","2","0","2","0","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\TemplatePolicies\MedHigh"
"0.0000256","4","0","0","4","0","0","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\TemplatePolicies\MedHigh\140D"
"0.0000278","6","2","2","0","2","0","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"
"0.0000209","4","0","0","4","0","0","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\DontDisplayLastUserName"
"0.0001259","24","24","0","0","0","0","HKLM\SOFTWARE\Policies\Microsoft\System\DNSClient"
"0.0000256","6","2","2","0","2","0","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services"
"0.0000616","6","2","2","0","2","0","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\Client"
"0.0000150","4","0","0","4","0","0","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\Client\fEnableUsbBlockDeviceBySetupClass"
"0.0000244","2","0","0","2","0","0","HKLM\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\fDenyTSConnections"
"0.0000633","12","4","4","0","4","0","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx"
"0.0000127","4","0","0","4","0","0","HKLM\SOFTWARE\Policies\Microsoft\Windows\Appx\AllowDevelopmentWithoutDevLicense"
"0.0000217","2","2","0","0","0","0","HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\DomainProfile"
"0.0000106","2","2","0","0","0","0","HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PrivateProfile"
"0.0000105","2","2","0","0","0","0","HKLM\SOFTWARE\Policies\Microsoft\WindowsFirewall\PublicProfile"
"0.0001551","24","4","4","8","4","4","HKLM\Software\WOW6432Node\Microsoft\AMSI\Providers"
"0.0002374","18","6","6","0","6","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\Defaults\Provider Types\Type 001"
"0.0001798","24","0","0","24","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\Defaults\Provider Types\Type 001\Name"
"0.0000992","18","6","6","0","6","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider"
"0.0001580","24","0","0","24","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Image Path"
"0.0000363","6","0","0","6","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\Cryptography\Defaults\Provider\Microsoft Strong Cryptographic Provider\Type"
"0.0000594","6","6","0","0","0","0","HKLM\Software\WOW6432Node\Microsoft\Cryptography\Offload"
"0.0000450","8","8","0","0","0","0","HKLM\Software\WOW6432Node\Microsoft\OLE"
"0.0000346","4","4","0","0","0","0","HKLM\Software\WOW6432Node\Microsoft\OLE\AppCompat"
"0.0001800","20","20","0","0","0","0","HKLM\Software\WOW6432Node\Microsoft\Rpc\SecurityService"
"0.0000354","12","4","4","0","4","0","HKLM\Software\WOW6432Node\Microsoft\WBEM"
"0.0000140","4","0","0","4","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\WBEM\AmsiEnable"
"0.0002649","36","12","12","0","12","0","HKLM\Software\WOW6432Node\Microsoft\WBEM\CIMOM"
"0.0000145","4","0","0","4","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\WBEM\CIMOM\ContextLimit"
"0.0000142","4","0","0","4","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\WBEM\CIMOM\EnablePrivateObjectHeap"
"0.0000138","4","0","0","4","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\WBEM\CIMOM\IdentifierLimit"
"0.0000167","4","0","0","4","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\WBEM\CIMOM\Log File Max Size"
"0.0000185","4","0","0","4","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\WBEM\CIMOM\Logging"
"0.0000419","8","0","0","8","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\WBEM\CIMOM\Logging Directory"
"0.0000144","4","0","0","4","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\WBEM\CIMOM\ObjectLimit"
"0.0000186","4","0","0","4","0","0","HKLM\SOFTWARE\WOW6432Node\Microsoft\WBEM\CIMOM\ProcessID"
"0.0001107","24","24","0","0","0","0","HKLM\Software\WOW6432Node\Policies\Microsoft\System\DNSClient"
"0.0018017","276","184","92","0","0","0","HKLM\System\CurrentControlSet\Control\CI"
"0.0003035","92","0","0","92","0","0","HKLM\System\CurrentControlSet\Control\CI\Disable26178932"
"0.0003894","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\Class\{4d36e97d-e325-11ce-bfc1-08002be10318}\0016"
"0.0000247","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Class\{4d36e97d-e325-11ce-bfc1-08002be10318}\0016\(Default)"
"0.0001844","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\DeviceContainers\{30d777e3-136c-54e8-beda-52380ffe1618}\BaseContainers"
"0.0000060","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\DeviceContainers\{30d777e3-136c-54e8-beda-52380ffe1618}\BaseContainers\(Default)"
"0.0000473","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\FeatureManagement\UsageSubscriptions\1197996683\{4D8EF805-3F4E-44E9-AD44-51A2E8728A2E}"
"0.0000169","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\FeatureManagement\UsageSubscriptions\1197996683\{4D8EF805-3F4E-44E9-AD44-51A2E8728A2E}\ReportingTarget"
"0.0000933","24","16","8","0","0","0","HKLM\System\CurrentControlSet\Control\Lsa"
"0.0000436","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\Lsa\AnonymousAppContainerImpersonationLevelCheck"
"0.0000165","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\Lsa\EveryoneIncludesAnonymous"
"0.0000337","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\MediaCategories\{DFF21CE1-F70F-11D0-B917-00A0C9223196}"
"0.0000180","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\MediaCategories\{DFF21CE1-F70F-11D0-B917-00A0C9223196}\Display"
"0.0000287","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\MUI\StringCacheSettings"
"0.0000276","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\MUI\StringCacheSettings\StringCacheGeneration"
"0.0001906","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\NetDiagFx\Microsoft\HostDLLs\GroupingHelperClass\HelperClasses\GroupingHelperClass\Repairs\{BA21DE62-85AF-4266-BD63-355CF357F8B0}"
"0.0000161","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\NetDiagFx\Microsoft\HostDLLs\GroupingHelperClass\HelperClasses\GroupingHelperClass\Repairs\{BA21DE62-85AF-4266-BD63-355CF357F8B0}\(Default)"
"0.0005533","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\NetDiagFx\Microsoft\HostDLLs\WPPTrace\HelperClasses\InternetServer_wpp\Providers\{AF9CC194-E9A8-42BD-B0D1-834E9CFAB799}"
"0.0000126","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\NetDiagFx\Microsoft\HostDLLs\WPPTrace\HelperClasses\InternetServer_wpp\Providers\{AF9CC194-E9A8-42BD-B0D1-834E9CFAB799}\(Default)"
"0.0000485","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\NetTrace\Scenarios\DirectAccess"
"0.0000274","8","0","0","8","0","0","HKLM\System\CurrentControlSet\Control\NetTrace\Scenarios\DirectAccess\Description"
"0.0004156","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\NetTrace\Scenarios\LAN"
"0.0000093","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\NetTrace\Scenarios\LAN\(Default)"
"0.0003288","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\Network\{4d36e975-e325-11ce-bfc1-08002be10318}\{464F524D-4154-504C-A0A2-41BDC48EF8E9}"
"0.0000292","8","0","0","8","0","0","HKLM\System\CurrentControlSet\Control\Network\{4d36e975-e325-11ce-bfc1-08002be10318}\{464F524D-4154-504C-A0A2-41BDC48EF8E9}\Description"
"0.0002921","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\Power\EnergyEstimation\TaggedEnergy"
"0.0000159","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\Power\EnergyEstimation\TaggedEnergy\DisableTaggedEnergyLogging"
"0.0000666","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\Power\PowerSettings\238C9FA8-0AAD-41ED-83F4-97BE242C8F20\abfc2519-3608-4c2a-94ea-171b0ed546ab"
"0.0000095","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\Power\PowerSettings\238C9FA8-0AAD-41ED-83F4-97BE242C8F20\abfc2519-3608-4c2a-94ea-171b0ed546ab\(Default)"
"0.0003142","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\Power\PowerSettings\238C9FA8-0AAD-41ED-83F4-97BE242C8F20\BD3B718A-0680-4D9D-8AB2-E1D2B4AC806D\2"
"0.0000422","12","0","0","12","0","0","HKLM\System\CurrentControlSet\Control\Power\PowerSettings\238C9FA8-0AAD-41ED-83F4-97BE242C8F20\BD3B718A-0680-4D9D-8AB2-E1D2B4AC806D\2\Description"
"0.0003804","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\SafeBoot\Network\PolicyAgent"
"0.0000274","8","0","0","8","0","0","HKLM\System\CurrentControlSet\Control\SafeBoot\Network\PolicyAgent\(Default)"
"0.0000275","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\Terminal Server"
"0.0000194","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\Terminal Server\fDenyTSConnections"
"0.0002408","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\WDI\Scenarios\{401085D8-8AA5-403B-BAF4-40C389D6B5C2}\Instrumentation\{AD8AA069-A01B-40A0-BA40-948D1D8DEDC5};3"
"0.0000164","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\WDI\Scenarios\{401085D8-8AA5-403B-BAF4-40C389D6B5C2}\Instrumentation\{AD8AA069-A01B-40A0-BA40-948D1D8DEDC5};3\Level"
"0.0002357","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\WDI\Scenarios\{BFE54785-8631-429D-B624-3B6CBB30A7D2}\Instrumentation\{30336ed4-e327-447c-9de0-51b652c86108};63200"
"0.0000171","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\WDI\Scenarios\{BFE54785-8631-429D-B624-3B6CBB30A7D2}\Instrumentation\{30336ed4-e327-447c-9de0-51b652c86108};63200\Keyword"
"0.0006624","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\WMI\Autologger\EventLog-Application\{1418ef04-b0b4-4623-bf7e-d74ab47bbdaa}"
"0.0000167","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\WMI\Autologger\EventLog-Application\{1418ef04-b0b4-4623-bf7e-d74ab47bbdaa}\MatchAnyKeyword"
"0.0001834","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Control\WMI\Autologger\EventLog-Application\{b447b4e1-7780-11e0-ada3-18a90531a85a}"
"0.0000170","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\WMI\Autologger\EventLog-Application\{b447b4e1-7780-11e0-ada3-18a90531a85a}\EnableProperty"
"0.0001098","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\WMI\Security\0998dfb7-59d7-4e82-92ce-8a83e7c0bb3e"
"0.0000991","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Control\WMI\Security\703fcc13-b66f-5868-ddd9-e2db7f381ffb"
"0.0000636","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Control\WMI\Security\e90cb4c0-c7b6-4f18-a53a-187934ad4b55"
"0.0000436","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Services\BasicDisplay\VolatileSettings"
"0.0000115","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Services\BasicDisplay\VolatileSettings\(Default)"
"0.0001662","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Services\BFE\Security"
"0.0000497","6","0","0","6","0","0","HKLM\System\CurrentControlSet\Services\BFE\Security\Security"
"0.0004009","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Services\circlass"
"0.0000196","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Services\circlass\Start"
"0.0002010","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Services\NdisTapi\Enum"
"0.0000323","8","0","0","8","0","0","HKLM\System\CurrentControlSet\Services\NdisTapi\Enum\2"
"0.0000487","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Services\SharedAccess\Defaults\FirewallPolicy\FirewallRules"
"0.0002019","12","0","0","12","0","0","HKLM\System\CurrentControlSet\Services\SharedAccess\Defaults\FirewallPolicy\FirewallRules\MSDTC-Out-TCP"
"0.0000739","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules"
"0.0005604","12","0","0","12","0","0","HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules\MDNS-In-UDP-Public-Active"
"0.0000443","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules"
"0.0010962","12","0","0","12","0","0","HKLM\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedServices\AppIso\FirewallRules\{DCF0F703-7E85-4668-A6F1-500745CEB0B0}"
"0.0000494","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Services\simptcp"
"0.0000217","4","0","0","4","0","0","HKLM\System\CurrentControlSet\Services\simptcp\Start"
"0.0000467","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Services\sppsvc"
"0.0000290","8","0","0","8","0","0","HKLM\System\CurrentControlSet\Services\sppsvc\ImagePath"
"0.0004271","96","48","24","0","24","0","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters"
"0.0000603","12","0","0","12","0","0","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Domain"
"0.0000720","12","0","0","12","0","0","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Hostname"
"0.0000522","10","4","2","0","2","2","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces"
"0.0000158","4","2","2","0","0","0","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{213186dc-ec1e-11eb-b645-806e6f6e6963}"
"0.0000088","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Services\Tcpip\Parameters\Interfaces\{213186dc-ec1e-11eb-b645-806e6f6e6963}\EnableDhcp"
"0.0000489","8","4","2","0","2","0","HKLM\SYSTEM\CurrentControlSet\Services\WFPLWFS\Parameters\Adapters\{CBB62349-2561-4C5B-8D67-C90459E26A22}\{3BFD7820-D65C-4C1B-9FEA-983A019639EA}-0000"
"0.0000061","2","0","0","2","0","0","HKLM\System\CurrentControlSet\Services\WFPLWFS\Parameters\Adapters\{CBB62349-2561-4C5B-8D67-C90459E26A22}\{3BFD7820-D65C-4C1B-9FEA-983A019639EA}-0000\(Default)"
"0.0000241","8","2","2","0","0","4","HKU\.DEFAULT"
"0.0000203","6","2","2","0","2","0","HKU\.DEFAULT\Software\Classes\Local Settings\MuiCache\a\52C64B7E"
"0.0000208","2","0","0","2","0","0","HKU\.DEFAULT\Software\Classes\Local Settings\MuiCache\a\52C64B7E\@%systemroot%\system32\FirewallControlPanel.dll,-12122"
"0.0000085","2","2","0","0","0","0","HKU\S-1-5-18"
"0.0000461","6","6","0","0","0","0","HKU\S-1-5-18_Classes"
